Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
T_MARMD-1,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,,,,
T_MEADD-1,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,20.484,,,,
T_MOSED-1,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,20.752,,,,
T_NWCRS-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_NWCRS-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_OXEN_NR,7.583,7.734,7.889,8.047,8.208,8.372,8.539,8.71,8.884,9.062,9.243,9.428,9.617,9.809,10.005,10.205,10.409,10.618,10.83,11.046,11.267,11.493,11.723,11.957,12.196,12.44,12.689,12.943,13.202,13.466,13.735,14.01,,,,
T_PARHD-1,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,4.066,,,,
T_PATB_RTK,7.762,7.918,8.076,8.238,8.402,8.57,8.742,8.917,9.095,9.277,9.462,9.652,9.845,10.042,10.242,10.447,10.656,10.869,11.087,11.308,11.535,11.765,12.001,12.241,12.485,12.735,12.99,13.25,13.515,13.785,14.061,14.342,,,,
T_POOBD-1,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,4.291,,,,
T_POPP_3RTK,3.427,3.495,3.565,3.636,3.709,3.783,3.859,3.936,4.015,4.095,4.177,4.261,4.346,4.433,4.521,4.612,4.704,4.798,4.894,4.992,5.092,5.194,5.298,5.403,5.512,5.622,5.734,5.849,5.966,6.085,6.207,6.331,,,,
T_PORGD-1,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,1.511,,,,
T_PUDMD-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_PUDMD-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_RAVED-1,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,,,,
T_RYHAD-1,1.392,1.42,1.448,1.477,1.507,1.537,1.568,1.599,1.631,1.663,1.697,1.731,1.765,1.801,1.837,1.873,1.911,1.949,1.988,2.028,2.068,2.11,2.152,2.195,2.239,2.284,2.329,2.376,2.423,2.472,2.521,2.572,,,,
T_RYHAD-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_SACOD-1,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,,,,
T_SELL-1,13.532,13.803,14.079,14.36,14.647,14.94,15.239,15.544,15.855,16.172,16.495,16.825,17.162,17.505,17.855,18.212,18.577,18.948,19.327,19.714,20.108,20.51,20.92,21.339,21.765,22.201,22.645,23.098,23.56,24.031,24.511,25.002,,,,
T_SFGSD-1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,,,
T_SFGSD-2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,,,
T_SINGL1,8.202,8.366,8.533,8.704,8.878,9.055,9.236,9.421,9.61,9.802,9.998,10.198,10.402,10.61,10.822,11.038,11.259,11.484,11.714,11.948,12.187,12.431,12.68,12.933,13.192,13.456,13.725,13.999,14.279,14.565,14.856,15.153,,,,
T_SNDND-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_SNDND-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_STBRD-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_STBRD-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_STFERGD-1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,,,
T_THNJD-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_THNJD-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
T_TINSD-1,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,42.484,,,,
T_TODSD-1,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,,,,
T_WHISTLD-1,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,12.225,,,,
T_WILCT-1,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,,,,
TARL_P,17.189,16.987,16.581,16.358,16.559,16.853,17.158,17.479,17.976,18.406,18.808,19.193,19.691,20.153,20.844,21.344,21.763,22.12,22.434,22.714,23.119,23.431,23.757,24.082,24.398,24.691,25.308,25.744,26.083,26.363,26.9,27.174,,,,
TAUN1,96.878,96.204,94.038,92.951,94.289,96.134,98.008,100.062,103.493,106.721,109.796,112.742,116.281,119.534,124.134,127.45,130.207,132.512,134.518,136.318,138.891,140.862,142.884,144.866,146.776,148.524,152.31,154.947,156.96,158.557,161.771,163.331,,,,
TAYN_P,27.356,27.061,26.43,26.04,26.245,26.558,26.874,27.192,27.764,28.237,28.664,29.08,29.675,30.236,31.15,31.814,32.381,32.87,33.303,33.693,34.262,34.701,35.169,35.641,36.101,36.535,37.443,38.088,38.598,39.027,39.84,40.262,,,,
TELR,25.283,25.274,24.69,24.439,24.917,25.524,26.107,26.768,27.982,29.186,30.343,31.43,32.662,33.788,35.373,36.506,37.442,38.214,38.878,39.465,40.311,40.934,41.543,42.127,42.683,43.178,44.37,45.171,45.745,46.162,47.122,47.526,,,,
TEMP_3,53.279,52.71,51.484,50.727,51.13,51.747,52.368,53.005,54.148,55.11,55.985,56.839,58.038,59.168,60.971,62.281,63.398,64.358,65.209,65.973,67.088,67.951,68.865,69.795,70.698,71.548,73.321,74.58,75.579,76.417,78.001,78.833,,,,
THOM_6,270.101,268.415,262.567,259.242,261.969,265.777,269.505,273.57,281.188,288.31,295.004,301.448,309.584,317.121,328.277,336.341,343.107,348.83,353.842,358.334,364.822,369.796,374.968,380.112,385.085,389.683,399.526,406.432,411.781,416.119,424.65,428.92,,,,
THSO_P,38.594,38.175,37.265,36.766,37.23,37.897,38.585,39.312,40.47,41.48,42.428,43.339,44.497,45.568,47.17,48.328,49.3,50.125,50.845,51.492,52.427,53.143,53.886,54.624,55.339,55.998,57.418,58.412,59.181,59.803,61.031,61.643,,,,
THUR_6,171.511,170.157,165.521,163.017,165.359,168.574,171.624,174.93,181.104,186.817,192.164,197.148,203.183,208.765,217.413,223.6,228.781,233.15,236.927,240.228,245.122,248.654,252.143,255.579,258.872,261.835,269.102,274.014,277.6,280.275,286.32,289.002,,,,
TILBB_1,154.431,152.736,147.987,145.248,147.167,149.868,152.33,154.914,160.028,164.531,168.645,172.397,177.117,181.524,189.032,194.382,198.907,202.765,206.098,208.965,213.332,216.368,219.31,222.241,225.044,227.557,234.185,238.604,241.766,244.062,249.57,251.924,,,,
TONG,20.491,20.289,19.894,19.682,19.9,20.219,20.569,20.94,21.481,21.959,22.412,22.866,23.45,23.988,24.729,25.27,25.722,26.106,26.444,26.757,27.193,27.55,27.94,28.326,28.703,29.06,29.727,30.214,30.61,30.953,31.552,31.882,,,,
TOTT_1,328.617,325.383,316.736,311.578,314.771,319.386,323.715,328.252,337.159,344.985,352.137,358.848,367.645,375.883,389.44,399.184,407.439,414.504,420.672,426.075,434.156,440.046,446.014,452.008,457.784,463.088,475.577,484.148,490.591,495.625,506.346,511.419,,,,
TRAW_1,102.764,101.516,99.078,97.884,99.419,101.625,103.978,106.486,110.146,113.391,116.486,119.469,123.087,126.419,131.102,134.483,137.299,139.656,141.714,143.566,146.207,148.253,150.376,152.462,154.476,156.331,160.241,162.986,165.107,166.819,170.173,171.841,,,,
TUMB_P,13.058,12.927,12.657,12.493,12.595,12.748,12.911,13.08,13.356,13.593,13.809,14.025,14.326,14.606,15.032,15.345,15.608,15.835,16.038,16.221,16.484,16.694,16.922,17.154,17.377,17.588,18.007,18.309,18.551,18.762,19.139,19.344,,,,
TYNE_1,155.545,153.994,149.794,146.924,147.622,148.738,149.544,150.288,152.901,154.993,156.722,158.31,160.923,163.457,168.576,172.265,175.463,178.283,180.768,182.91,186.239,188.597,191.003,193.496,195.905,198.149,203.608,207.353,210.188,212.437,217.239,219.554,,,,
TYNE_2,51.298,50.636,49.421,49.22,50.906,53.222,55.777,58.581,62.22,65.633,69.004,72.228,75.732,78.89,82.74,85.504,87.741,89.544,91.086,92.492,94.411,95.919,97.435,98.854,100.21,101.417,103.954,105.708,107.009,107.995,110.021,110.941,,,,
UPPB_1,161.368,159.194,154.98,153.11,156.138,160.441,165.018,169.924,176.926,183.18,189.185,194.901,201.594,207.722,216.246,222.372,227.445,231.659,235.308,238.572,243.235,246.777,250.364,253.855,257.208,260.248,266.984,271.636,275.133,277.849,283.48,286.13,,,,
UPPB_3,57.855,57.116,55.484,54.393,54.715,55.238,55.676,56.084,57.122,57.905,58.553,59.148,60.124,61.072,62.987,64.368,65.564,66.619,67.549,68.349,69.595,70.477,71.376,72.308,73.207,74.046,76.088,77.487,78.547,79.387,81.182,82.045,,,,
USKM_1,266.355,263.252,256.268,252.47,255.913,260.86,265.851,271.12,279.787,287.394,294.503,301.231,309.629,317.418,329.358,337.944,345.154,351.258,356.572,361.27,368.169,373.29,378.493,383.655,388.625,393.174,403.583,410.753,416.156,420.386,429.248,433.451,,,,
WABO,32.622,32.206,31.284,30.669,30.851,31.145,31.393,31.624,32.21,32.65,33.015,33.35,33.901,34.437,35.516,36.295,36.969,37.563,38.087,38.54,39.242,39.738,40.245,40.772,41.278,41.753,42.903,43.691,44.29,44.762,45.775,46.263,,,,
WALH_1,452.422,448.038,436.638,430.564,436.562,445.02,453.487,462.562,477.875,491.722,504.751,517.096,532.249,546.255,567.247,582.34,594.973,605.623,614.882,623.087,635.063,643.996,653.058,662.01,670.624,678.486,696.382,708.712,717.992,725.234,740.407,747.577,,,,
WALP_1,513.044,507.798,493.723,485.112,489.792,496.581,502.728,509.084,522.416,533.953,544.344,553.994,566.926,579.098,600.061,615.104,627.9,638.907,648.512,656.862,669.501,678.556,687.652,696.829,705.661,713.752,733.446,746.868,756.859,764.568,781.434,789.259,,,,
WALP_B,120.657,119.108,116.463,115.559,118.157,121.82,125.88,130.274,136.052,141.317,146.466,151.454,157.158,162.34,168.908,173.651,177.537,180.722,183.483,186.014,189.493,192.28,195.174,197.957,200.641,203.091,207.975,211.434,214.118,216.287,220.398,222.457,,,,
WARL_1,212.678,210.927,206.11,204.03,207.769,212.924,218.333,224.258,233.289,241.764,249.941,257.771,266.872,275.185,286.433,294.531,301.215,306.746,311.539,315.854,321.953,326.656,331.457,336.111,340.587,344.651,353.391,359.468,364.079,367.7,375.016,378.521,,,,
WASF_1,101.595,100.351,97.769,96.209,97.121,98.503,99.871,101.271,103.732,105.773,107.623,109.395,111.821,114.103,117.852,120.564,122.869,124.852,126.597,128.142,130.432,132.147,133.927,135.73,137.473,139.095,142.699,145.212,147.158,148.735,151.893,153.47,,,,
WATFS_1,280.479,278.258,271.146,267.676,272.172,278.337,284.498,291.231,302.527,313.085,323.134,332.61,343.78,354.035,368.885,379.529,388.375,395.762,402.142,407.791,415.988,422.067,428.139,434.062,439.74,444.862,456.784,464.921,470.934,475.497,485.398,489.898,,,,
WBOL_6,232.032,229.308,222.784,219.171,222.192,226.508,230.73,235.176,242.888,249.65,255.915,261.766,269.069,275.86,286.669,294.412,300.932,306.462,311.261,315.459,321.709,326.232,330.741,335.222,339.522,343.425,352.866,359.283,364.019,367.62,375.575,379.192,,,,
WBUR_1,224.897,222.808,217.809,214.984,217.31,220.678,224.127,227.797,233.96,239.461,244.622,249.627,256.056,262.025,270.854,277.251,282.629,287.189,291.198,294.804,300,304.028,308.26,312.487,316.578,320.386,328.339,333.961,338.369,342.004,348.967,352.538,,,,
WFIE,29.768,29.328,28.384,27.844,28.233,28.794,29.333,29.884,30.85,31.651,32.379,33.04,33.892,34.692,36.079,37.068,37.908,38.627,39.246,39.782,40.601,41.17,41.729,42.284,42.818,43.298,44.549,45.386,45.991,46.435,47.481,47.934,,,,
WGEO,56.606,56.298,55.571,54.912,54.726,54.555,54.389,54.177,54.13,54.016,53.854,53.81,54.154,54.518,55.153,55.664,56.131,56.574,57.006,57.437,58.027,58.604,59.338,60.13,60.919,61.721,62.873,63.81,64.697,65.595,66.823,67.696,,,,
WHAM_1,521.888,516.272,502.739,271.84355,274.0694,277.4222,280.53245,283.69825,290.2009,295.6745,300.56345,305.1829,311.6575,317.77845,328.3126,335.91085,342.39755,348.00425,352.9328,357.25415,363.7524,368.51815,373.4203,378.4011,383.2158,387.68565,397.97835,405.1047,410.54805,414.9046,423.89875,428.2971,,,,
WHGA_1,289.875,288.352,281.298,277.139,279.991,283.88,287.349,291.159,299.546,307.475,314.822,321.726,330.434,338.536,351.349,360.547,368.295,374.875,380.602,385.632,393.088,398.546,404.047,409.521,414.789,419.597,430.92,438.673,444.465,448.946,458.566,463.055,,,,
WHHO,54.858,54.131,52.585,51.687,52.292,53.182,54.054,54.95,56.501,57.792,58.967,60.064,61.512,62.873,65.146,66.781,68.167,69.355,70.393,71.299,72.659,73.645,74.639,75.642,76.603,77.487,79.593,81.037,82.115,82.953,84.759,85.605,,,,
WIBA_3,13.705,13.604,13.354,13.24,13.422,13.681,13.96,14.27,14.728,15.155,15.573,15.983,16.479,16.932,17.517,17.941,18.294,18.586,18.842,19.079,19.404,19.673,19.958,20.239,20.511,20.764,21.244,21.588,21.868,22.104,22.525,22.752,,,,
WIEN_1,118.721,117.507,114.508,113.149,115.28,118.243,121.316,124.649,129.749,134.441,138.936,143.2,148.179,152.739,159.135,163.728,167.531,170.692,173.424,175.861,179.354,181.986,184.635,187.209,189.68,191.911,196.948,200.408,202.989,204.968,209.155,211.089,,,,
WILL_1,555.887,550.45,536.967,529.588,536.289,545.845,555.476,565.752,583.064,598.588,613.153,627.057,644.443,660.548,684.702,702.113,716.719,729.065,739.844,749.442,763.402,773.941,784.768,795.516,805.882,815.41,836.488,851.139,862.326,871.238,889.324,898.128,,,,
WIMBN1,112.475,112.293,109.672,107.726,107.87,108.048,107.831,107.61,109.117,110.603,111.831,112.959,114.817,116.621,120.264,122.888,125.165,127.17,128.94,130.465,132.835,134.515,136.229,138.004,139.722,141.324,145.211,147.88,149.903,151.508,154.931,156.584,,,,
WIMBS1,496.977,491.957,479.666,472.338,476.966,483.758,490.366,497.274,510.061,521.206,531.433,541.185,554.106,566.198,585.543,599.509,611.335,621.45,630.328,638.186,649.791,658.467,667.427,676.442,685.153,693.223,711.248,723.793,733.424,741.172,756.854,764.592,,,,
WIOW_P,35.174,34.863,34.25,33.896,34.179,34.608,35.087,35.594,36.351,37.009,37.635,38.278,39.145,39.951,41.049,41.858,42.541,43.117,43.636,44.121,44.788,45.354,45.985,46.622,47.243,47.836,48.886,49.669,50.325,50.912,51.882,52.447,,,,
WISD_1,237.63,235.449,229.806,225.984,227.071,228.816,230.295,231.74,235.651,238.873,241.64,244.315,248.551,252.612,259.969,265.311,269.92,273.957,277.543,280.709,285.477,289.04,292.803,296.684,300.452,304.009,311.81,317.301,321.611,325.191,332.194,335.806,,,,
WISD_6,70.029,69.752,68.426,67.677,68.337,69.246,70.144,71.149,73.057,74.906,76.661,78.373,80.52,82.506,85.307,87.343,89.044,90.476,91.735,92.877,94.499,95.779,97.132,98.473,99.775,100.986,103.436,105.181,106.559,107.707,109.853,110.971,,,,
WISH,61.022,60.194,58.456,57.49,58.282,59.427,60.571,61.754,63.704,65.353,66.87,68.288,70.093,71.779,74.507,76.464,78.115,79.523,80.746,81.817,83.415,84.575,85.736,86.895,88.008,89.024,91.46,93.118,94.349,95.294,97.357,98.303,,,,
WMEL_1,459.361,454.869,443.382,437.072,442.685,450.659,458.598,467.069,481.62,494.679,506.901,518.501,532.977,546.391,566.782,581.458,593.773,604.192,613.269,621.315,633.088,641.878,650.841,659.732,668.299,676.146,693.904,706.173,715.458,722.763,737.918,745.166,,,,
WOHI_P,32.347,31.916,30.996,30.456,30.807,31.325,31.83,32.346,33.252,34.003,34.684,35.319,36.159,36.95,38.289,39.249,40.066,40.767,41.377,41.911,42.713,43.292,43.875,44.461,45.028,45.545,46.792,47.641,48.277,48.768,49.835,50.331,,,,
WTHU31,69.255,68.434,66.848,66.174,67.415,69.171,71.073,73.123,75.993,78.591,81.104,83.528,86.371,88.968,92.441,94.947,97.018,98.731,100.222,101.575,103.47,104.96,106.5,107.996,109.439,110.761,113.496,115.418,116.902,118.096,120.413,121.562,,,,
WWEY_1,369.04,366.316,357.251,352.209,356.551,362.571,368.356,374.626,386.357,397.208,407.369,416.968,428.858,439.875,456.692,468.778,478.915,487.484,494.938,501.521,511.184,518.343,525.589,532.766,539.67,545.972,560.492,570.476,577.967,583.795,596.115,601.908,,,,
WYLF_1,58.287,57.605,56.173,55.311,55.829,56.612,57.395,58.199,59.601,60.774,61.843,62.875,64.279,65.6,67.726,69.266,70.574,71.698,72.689,73.569,74.868,75.848,76.875,77.911,78.917,79.855,81.894,83.324,84.437,85.349,87.143,88.051,,,,
WYMOM_1,245.46,243.444,237.541,234.456,237.739,242.317,246.902,251.873,260.337,268.154,275.551,282.584,291.128,299.008,310.551,318.856,325.788,331.613,336.676,341.182,347.71,352.624,357.623,362.547,367.286,371.614,381.305,388.003,393.067,397.035,405.248,409.163,,,,
