Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DRAK_1,18.117,18.344,18.572,18.799,19.027,19.254,19.936,20.733,21.643,22.552,23.690,24.827,25.964,27.102,28.239,29.377,30.514,31.651,32.789,33.926,35.063,36.201,37.338,38.475,39.613,40.750,41.887,43.025,44.162,45.299,46.437
DRAX_1,4.484,4.540,4.597,4.653,4.709,4.766,4.935,5.132,5.357,5.582,5.863,6.145,6.427,6.708,6.990,7.271,7.553,7.834,8.116,8.397,8.679,8.960,9.242,9.523,9.805,10.086,10.368,10.649,10.931,11.212,11.494
DRUM,1.190,1.205,1.220,1.235,1.250,1.264,1.309,1.362,1.421,1.481,1.556,1.630,1.705,1.780,1.855,1.929,2.004,2.079,2.153,2.228,2.303,2.377,2.452,2.527,2.601,2.676,2.751,2.826,2.900,2.975,3.050
DUDH_P,2.483,2.515,2.546,2.577,2.608,2.639,2.733,2.842,2.967,3.091,3.247,3.403,3.559,3.715,3.871,4.027,4.183,4.339,4.494,4.650,4.806,4.962,5.118,5.274,5.430,5.586,5.742,5.898,6.054,6.209,6.365
DUGR_P,0.125,0.127,0.128,0.130,0.131,0.133,0.138,0.143,0.150,0.156,0.164,0.172,0.179,0.187,0.195,0.203,0.211,0.219,0.227,0.234,0.242,0.250,0.258,0.266,0.274,0.282,0.289,0.297,0.305,0.313,0.321
DUMF,5.196,5.259,5.325,5.391,5.457,5.520,5.718,5.946,6.207,6.468,6.792,7.119,7.446,7.773,8.097,8.424,8.751,9.075,9.402,9.729,10.056,10.380,10.707,11.034,11.358,11.685,12.012,12.339,12.663,12.990,13.317
DUNB,2.827,2.863,2.898,2.934,2.969,3.005,3.111,3.235,3.377,3.519,3.697,3.874,4.052,4.229,4.407,4.584,4.762,4.939,5.117,5.294,5.472,5.649,5.827,6.004,6.182,6.359,6.537,6.714,6.892,7.069,7.247
DUNF,1.636,1.657,1.677,1.698,1.718,1.739,1.801,1.873,1.955,2.037,2.140,2.242,2.345,2.448,2.550,2.653,2.756,2.859,2.961,3.064,3.167,3.270,3.372,3.475,3.578,3.680,3.783,3.886,3.989,4.091,4.194
DUNO_P,1.412,1.429,1.447,1.465,1.483,1.500,1.553,1.615,1.686,1.757,1.846,1.935,2.023,2.112,2.200,2.289,2.378,2.466,2.555,2.644,2.732,2.821,2.909,2.998,3.087,3.175,3.264,3.353,3.441,3.530,3.618
DYCE_P,3.926,3.975,4.024,4.073,4.123,4.172,4.320,4.492,4.690,4.887,5.133,5.380,5.626,5.873,6.119,6.365,6.612,6.858,7.105,7.351,7.598,7.844,8.091,8.337,8.583,8.830,9.076,9.323,9.569,9.816,10.062
EALI_6,3.901,3.950,3.999,4.048,4.097,4.146,4.293,4.464,4.660,4.856,5.101,5.346,5.591,5.836,6.081,6.326,6.571,6.815,7.060,7.305,7.550,7.795,8.040,8.285,8.530,8.775,9.020,9.264,9.509,9.754,9.999
EASO_1,30.082,30.459,30.837,31.215,31.592,31.970,33.103,34.425,35.936,37.447,39.335,41.224,43.112,45.001,46.889,48.778,50.666,52.555,54.443,56.332,58.220,60.109,61.997,63.886,65.774,67.663,69.551,71.440,73.328,75.217,77.105
ECCL,6.298,6.377,6.456,6.535,6.614,6.693,6.930,7.207,7.523,7.840,8.235,8.630,9.026,9.421,9.816,10.212,10.607,11.002,11.398,11.793,12.189,12.584,12.979,13.375,13.770,14.165,14.561,14.956,15.351,15.747,16.142
ECLA_1,26.796,27.132,27.469,27.805,28.142,28.478,29.487,30.665,32.011,33.357,35.039,36.721,38.403,40.085,41.768,43.450,45.132,46.814,48.497,50.179,51.861,53.543,55.226,56.908,58.590,60.272,61.954,63.637,65.319,67.001,68.683
EERH,3.532,3.576,3.621,3.665,3.709,3.754,3.887,4.042,4.219,4.397,4.618,4.840,5.062,5.284,5.505,5.727,5.949,6.171,6.392,6.614,6.836,7.057,7.279,7.501,7.723,7.944,8.166,8.388,8.610,8.831,9.053
EKIL,4.297,4.351,4.405,4.459,4.512,4.566,4.728,4.917,5.133,5.349,5.618,5.888,6.158,6.428,6.697,6.967,7.237,7.507,7.776,8.046,8.316,8.586,8.855,9.125,9.395,9.665,9.934,10.204,10.474,10.744,11.013
ELDE,1.993,2.018,2.043,2.068,2.093,2.118,2.193,2.281,2.381,2.481,2.606,2.731,2.856,2.981,3.106,3.231,3.356,3.482,3.607,3.732,3.857,3.982,4.107,4.232,4.357,4.482,4.608,4.733,4.858,4.983,5.108
ELGI_P,5.385,5.453,5.520,5.588,5.655,5.723,5.926,6.162,6.433,6.703,7.041,7.379,7.718,8.056,8.394,8.732,9.070,9.408,9.746,10.084,10.422,10.760,11.098,11.436,11.774,12.112,12.450,12.788,13.127,13.465,13.803
ELLA_1,23.049,23.339,23.628,23.917,24.207,24.496,25.364,26.377,27.535,28.693,30.140,31.587,33.034,34.481,35.928,37.375,38.822,40.269,41.716,43.163,44.610,46.057,47.504,48.951,50.398,51.845,53.292,54.739,56.186,57.633,59.080
ELST_1,12.298,12.452,12.607,12.761,12.916,13.070,13.533,14.074,14.691,15.309,16.081,16.853,17.625,18.397,19.169,19.941,20.713,21.485,22.257,23.029,23.802,24.574,25.346,26.118,26.890,27.662,28.434,29.206,29.978,30.750,31.522
